user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
401,2023-03-06,Basic,199,18.4,7.0,,6,42.0,Yes
402,2023-10-18,Premium,699,5.8,,1.0,26,31.0,Yes
403,2023-02-19,Standard,399,,7.0,2.0,36,57.0,Yes
404,2023-06-11,Basic,199,15.8,7.0,0.0,7,,No
405,2024-10-27,Standard,399,0.5,6.0,1.0,30,44.0,No
406,2023-03-26,,399,21.9,4.0,,11,41.0,Yes
407,2024-03-15,Standard,399,1.8,4.0,5.0,11,44.0,Yes
408,2024-08-30,Premium,699,17.7,0.0,1.0,6,30.0,Yes
409,2023-05-04,Basic,199,,0.0,0.0,34,,Yes
410,2023-04-15,Standard,399,12.2,,3.0,9,5.0,No
411,2023-05-17,Basic,199,,4.0,1.0,21,24.0,No
412,2023-12-26,Premium,699,,0.0,4.0,10,41.0,Yes
413,2023-08-11,Premium,699,15.9,2.0,3.0,14,39.0,No
414,2024-03-15,Basic,199,3.9,1.0,4.0,7,46.0,Yes
415,2024-09-14,Standard,399,,1.0,1.0,9,35.0,No
416,2023-07-13,Standard,399,,4.0,1.0,2,33.0,No
417,2023-09-04,Premium,699,7.7,0.0,1.0,26,31.0,No
418,2024-02-01,Standard,399,13.4,,2.0,5,59.0,Yes
419,2024-08-24,Premium,699,9.5,,3.0,27,49.0,Yes
420,2024-06-02,Basic,199,6.9,0.0,0.0,1,60.0,No
421,2024-07-03,Standard,399,19.3,6.0,5.0,33,25.0,Yes
422,2023-06-09,Premium,699,7.3,4.0,0.0,10,32.0,No
423,2023-09-02,,699,10.1,1.0,2.0,21,,Yes
424,2023-02-26,,199,2.6,6.0,0.0,16,,Yes
425,2023-12-22,Standard,399,3.4,2.0,5.0,12,0.0,Yes
426,2023-10-03,Premium,699,19.7,4.0,1.0,34,23.0,Yes
427,2024-06-20,Premium,699,19.4,0.0,2.0,8,51.0,Yes
428,2023-02-26,Basic,199,18.0,1.0,3.0,17,29.0,Yes
429,2023-04-29,Standard,399,9.5,4.0,0.0,11,,No
430,2024-01-28,Basic,199,0.6,0.0,1.0,33,2.0,No
431,2024-11-02,Basic,199,,0.0,,12,51.0,No
432,2023-03-21,Standard,399,8.4,,5.0,15,20.0,Yes
433,2023-02-17,,699,,0.0,1.0,24,14.0,No
434,2024-04-12,Standard,399,,4.0,2.0,5,20.0,Yes
435,2024-01-13,Basic,199,5.4,4.0,5.0,24,39.0,Yes
436,2023-09-09,Premium,699,24.9,3.0,5.0,32,57.0,Yes
437,2024-12-11,,199,,0.0,,1,34.0,Yes
438,2023-07-30,Basic,199,0.5,6.0,5.0,22,46.0,Yes
439,2023-02-14,Premium,699,10.8,0.0,1.0,16,45.0,Yes
440,2023-04-08,Basic,199,10.6,,3.0,34,47.0,Yes
441,2024-03-21,Premium,699,16.1,6.0,0.0,9,37.0,No
442,2024-12-18,Premium,699,6.3,4.0,2.0,9,59.0,No
443,2023-05-20,Premium,699,8.3,4.0,1.0,21,4.0,No
444,2023-05-04,Premium,699,,2.0,3.0,7,29.0,Yes
445,2023-05-03,Premium,699,24.1,3.0,,23,19.0,No
446,2023-08-09,Basic,199,20.3,4.0,5.0,11,44.0,Yes
447,2024-11-24,Standard,399,2.7,3.0,2.0,10,25.0,Yes
448,2024-04-08,Standard,399,20.6,2.0,0.0,17,60.0,No
449,2023-05-05,Premium,699,6.6,7.0,0.0,36,51.0,No
450,2024-01-17,,199,20.8,3.0,1.0,4,12.0,No
451,2023-07-22,Premium,699,14.8,4.0,0.0,6,1.0,No
452,2024-04-17,Premium,699,20.3,1.0,2.0,29,7.0,Yes
453,2024-01-27,Basic,199,23.1,6.0,5.0,11,25.0,Yes
454,2023-06-02,Premium,699,4.7,,1.0,28,17.0,Yes
455,2023-03-04,Basic,199,16.4,7.0,3.0,16,56.0,Yes
456,2024-06-22,Basic,199,9.9,6.0,1.0,18,41.0,No
457,2024-05-11,,199,20.0,6.0,5.0,35,22.0,Yes
458,2023-08-13,Standard,399,,4.0,1.0,33,1.0,No
459,2023-08-27,Basic,199,1.9,7.0,4.0,18,22.0,Yes
460,2023-02-27,Basic,199,6.6,3.0,2.0,7,,No
461,2024-12-15,Basic,199,9.2,2.0,1.0,25,15.0,No
462,2023-07-12,Standard,399,17.7,5.0,4.0,2,,Yes
463,2024-09-08,Standard,399,8.1,,0.0,35,5.0,Yes
464,2023-05-14,Basic,199,,0.0,2.0,2,58.0,No
465,2024-12-22,Standard,399,23.0,5.0,0.0,12,1.0,Yes
466,2024-11-09,Basic,199,21.2,,0.0,8,23.0,No
467,2024-03-23,Standard,399,8.7,5.0,,7,10.0,No
468,2024-09-20,Premium,699,16.4,2.0,5.0,32,35.0,No
469,2023-10-29,,399,16.8,2.0,3.0,15,19.0,No
470,2023-11-22,Basic,199,18.4,,4.0,12,2.0,Yes
471,2023-03-21,,699,16.2,1.0,3.0,15,9.0,Yes
472,2024-12-26,Basic,199,,2.0,5.0,23,56.0,No
473,2023-12-25,Premium,699,11.4,4.0,1.0,22,15.0,No
474,2023-06-20,Standard,399,18.2,0.0,3.0,7,28.0,No
475,2024-05-05,Standard,399,22.1,5.0,,32,24.0,Yes
476,2023-09-25,Premium,699,4.5,1.0,0.0,15,18.0,Yes
477,2023-04-06,,199,8.9,6.0,1.0,5,46.0,Yes
478,2024-03-20,Standard,399,17.8,6.0,5.0,31,10.0,No
479,2024-07-07,Basic,199,3.0,3.0,1.0,4,26.0,No
480,2024-05-17,Standard,399,7.8,1.0,0.0,19,25.0,No
481,2024-10-02,Basic,199,9.3,6.0,0.0,4,18.0,No
482,2023-03-25,Premium,699,5.4,0.0,1.0,31,10.0,No
483,2023-09-29,Standard,399,8.1,6.0,3.0,8,31.0,No
484,2023-02-15,Basic,199,10.0,5.0,3.0,35,23.0,Yes
485,2024-12-14,Standard,399,11.9,3.0,2.0,29,36.0,Yes
486,2024-08-26,,699,2.6,5.0,4.0,7,26.0,Yes
487,2024-12-04,Basic,199,2.0,6.0,4.0,36,26.0,Yes
488,2023-02-05,Standard,399,12.2,1.0,3.0,16,57.0,No
489,2023-06-27,Premium,699,20.1,2.0,0.0,34,60.0,No
490,2024-11-30,Basic,199,20.3,2.0,,14,27.0,Yes
491,2023-03-10,Standard,399,24.9,2.0,4.0,13,,Yes
492,2024-04-14,Basic,199,14.1,8.0,2.0,25,54.0,Yes
493,2024-08-25,Basic,199,19.7,1.0,3.0,34,9.0,Yes
494,2023-12-19,Premium,699,23.2,1.0,2.0,7,,Yes
495,2023-06-26,Standard,399,9.9,7.0,4.0,17,38.0,Yes
496,2023-12-06,Standard,399,,6.0,0.0,26,25.0,No
497,2023-12-12,Premium,699,1.7,7.0,,16,57.0,Yes
498,2023-08-22,Standard,399,7.4,7.0,5.0,20,43.0,Yes
499,2024-09-11,Basic,199,24.4,7.0,2.0,20,17.0,No
500,2024-06-12,Premium,699,5.1,3.0,3.0,6,47.0,Yes
501,2024-02-18,Standard,399,13.1,2.0,0.0,4,19.0,No
502,2023-07-25,Basic,199,22.0,0.0,1.0,34,,No
503,2024-01-13,Basic,199,1.3,0.0,2.0,16,45.0,Yes
504,2024-05-15,Standard,399,10.2,1.0,5.0,33,1.0,Yes
505,2023-06-17,Premium,699,4.9,7.0,4.0,29,,Yes
506,2023-08-08,Standard,399,7.5,6.0,0.0,6,10.0,No
507,2024-11-29,Basic,199,17.1,4.0,5.0,15,,Yes
508,2023-09-16,Basic,199,,2.0,4.0,31,51.0,Yes
509,2023-12-24,Premium,699,18.0,4.0,3.0,20,57.0,Yes
510,2024-02-11,,399,5.8,4.0,,17,33.0,No
511,2023-10-17,Premium,699,0.7,5.0,4.0,7,41.0,Yes
512,2023-10-11,Standard,399,12.3,5.0,2.0,7,40.0,Yes
513,2024-09-06,Standard,399,5.1,8.0,1.0,20,57.0,Yes
514,2023-09-23,Standard,399,17.2,0.0,5.0,21,31.0,No
515,2023-07-14,Standard,399,10.0,0.0,4.0,26,45.0,No
516,2023-06-24,,399,17.3,7.0,5.0,15,22.0,Yes
517,2024-07-26,Premium,699,4.9,1.0,3.0,36,8.0,No
518,2023-11-11,Basic,199,16.5,3.0,2.0,22,14.0,No
519,2023-02-24,,399,,4.0,3.0,22,54.0,Yes
520,2024-01-26,Premium,699,12.1,3.0,4.0,5,7.0,No
521,2024-08-06,Premium,699,10.6,2.0,1.0,20,12.0,No
522,2023-07-01,Standard,399,,,0.0,10,31.0,Yes
523,2024-08-13,Standard,399,0.6,4.0,1.0,4,,No
524,2024-03-15,Basic,199,19.7,1.0,1.0,32,39.0,No
525,2024-01-18,Standard,399,24.2,6.0,0.0,28,2.0,No
526,2024-10-03,Basic,199,19.0,8.0,1.0,21,,No
527,2024-05-30,Premium,699,6.0,5.0,2.0,16,8.0,Yes
528,2024-06-16,,699,,0.0,2.0,20,60.0,Yes
529,2023-07-12,Premium,699,8.8,2.0,2.0,34,57.0,Yes
530,2023-01-23,Basic,199,1.0,3.0,5.0,26,8.0,Yes
531,2024-01-20,Premium,699,4.6,,5.0,33,41.0,Yes
532,2024-10-31,Premium,699,19.4,0.0,4.0,17,3.0,No
533,2023-09-16,Basic,199,17.4,6.0,3.0,4,24.0,Yes
534,2024-11-09,,399,5.5,0.0,2.0,10,26.0,No
535,2024-06-07,Premium,699,15.8,,3.0,18,53.0,No
536,2023-09-27,Premium,699,,1.0,3.0,8,12.0,No
537,2024-05-23,Premium,699,9.3,6.0,2.0,13,10.0,Yes
538,2023-04-24,Basic,199,8.6,0.0,0.0,31,42.0,Yes
539,2023-04-14,Premium,699,4.2,1.0,4.0,32,4.0,No
540,2023-06-28,Standard,399,11.7,4.0,2.0,15,29.0,Yes
541,2023-02-16,Basic,199,9.3,5.0,3.0,19,47.0,Yes
542,2024-09-28,Basic,199,16.8,2.0,2.0,9,22.0,No
543,2024-04-12,Standard,399,9.6,5.0,1.0,6,7.0,No
544,2023-06-20,Standard,399,,7.0,3.0,25,41.0,No
545,2024-08-27,Basic,199,17.6,,1.0,9,6.0,No
546,2024-12-01,Standard,399,4.9,6.0,2.0,29,39.0,Yes
547,2023-02-17,Premium,699,12.3,7.0,0.0,9,,Yes
548,2024-08-13,Basic,199,16.5,,5.0,17,,No
549,2024-09-25,Premium,699,24.5,5.0,4.0,15,33.0,Yes
550,2024-10-18,Basic,199,16.7,3.0,3.0,28,22.0,No
551,2023-06-10,Standard,399,21.1,8.0,4.0,10,3.0,Yes
552,2023-09-04,Premium,699,21.4,2.0,0.0,31,48.0,No
553,2023-08-29,Standard,399,1.7,3.0,4.0,18,41.0,Yes
554,2023-11-20,Basic,199,11.4,7.0,0.0,30,54.0,Yes
555,2024-07-24,Basic,199,,0.0,,32,,No
556,2024-11-18,Premium,699,20.7,,4.0,1,35.0,Yes
557,2024-07-27,Standard,399,9.4,0.0,1.0,22,54.0,No
558,2024-11-05,Premium,699,18.1,5.0,5.0,31,28.0,Yes
559,2023-04-19,Basic,199,8.9,4.0,4.0,1,33.0,Yes
560,2023-07-12,Basic,199,12.6,6.0,0.0,11,16.0,No
561,2024-02-29,Basic,199,5.8,3.0,5.0,26,21.0,Yes
562,2024-05-31,Basic,199,19.4,7.0,3.0,8,42.0,Yes
563,2024-08-22,Basic,199,0.6,0.0,4.0,32,59.0,Yes
564,2023-05-12,Standard,399,19.6,2.0,5.0,33,37.0,Yes
565,2024-09-15,Basic,199,16.6,5.0,4.0,25,56.0,Yes
566,2023-05-22,Premium,699,7.2,5.0,2.0,16,28.0,No
567,2024-07-20,,399,7.8,8.0,2.0,33,45.0,Yes
568,2023-05-16,Premium,699,5.4,4.0,,14,22.0,No
569,2024-07-29,Premium,699,12.8,5.0,5.0,12,7.0,No
570,2023-01-14,Standard,399,17.0,8.0,2.0,27,56.0,No
571,2023-10-01,Premium,699,1.1,2.0,0.0,7,42.0,Yes
572,2023-07-28,Basic,199,17.2,2.0,0.0,19,44.0,No
573,2024-07-29,Premium,699,,7.0,0.0,3,39.0,No
574,2023-02-18,Basic,199,10.0,8.0,5.0,36,,No
575,2023-09-15,Standard,399,10.7,5.0,4.0,25,3.0,Yes
576,2023-07-21,,199,20.8,5.0,4.0,29,34.0,Yes
577,2023-06-27,Premium,699,7.7,2.0,5.0,13,4.0,Yes
578,2023-05-14,Premium,699,3.4,,3.0,33,17.0,Yes
579,2023-06-07,Basic,199,0.6,7.0,5.0,17,59.0,Yes
580,2024-01-02,Standard,399,19.5,4.0,3.0,4,50.0,Yes
581,2023-06-13,Basic,199,13.4,2.0,4.0,21,4.0,No
582,2024-11-10,Standard,399,,1.0,2.0,35,14.0,No
583,2024-07-28,Standard,399,9.3,3.0,4.0,22,33.0,Yes
584,2024-09-20,Premium,699,3.3,5.0,3.0,1,15.0,No
585,2023-04-27,Premium,699,24.0,5.0,,16,58.0,No
586,2024-01-19,Standard,399,13.7,4.0,0.0,17,58.0,No
587,2023-11-25,Premium,699,11.4,0.0,2.0,33,57.0,No
588,2023-03-09,Premium,699,23.7,2.0,4.0,6,34.0,Yes
589,2024-12-20,Basic,199,21.7,6.0,0.0,14,13.0,No
590,2024-04-15,Premium,699,16.3,1.0,5.0,28,43.0,Yes
591,2024-07-25,Premium,699,1.4,,0.0,22,11.0,No
592,2024-03-19,Basic,199,22.8,6.0,3.0,15,28.0,Yes
593,2024-09-25,Standard,399,10.0,1.0,,2,,No
594,2023-10-24,Basic,199,17.7,1.0,2.0,3,59.0,Yes
595,2024-11-07,Premium,699,15.4,4.0,,20,24.0,Yes
596,2024-07-12,Basic,199,4.3,3.0,1.0,31,47.0,Yes
597,2023-05-25,Standard,399,7.8,5.0,0.0,10,35.0,No
598,2023-11-09,Basic,199,0.6,6.0,4.0,3,35.0,Yes
599,2024-09-23,Basic,199,5.7,,1.0,23,10.0,Yes
600,2023-03-16,Standard,399,,0.0,4.0,13,29.0,Yes
601,2023-12-05,Standard,399,6.6,3.0,5.0,5,37.0,Yes
602,2023-07-18,Standard,399,16.9,3.0,0.0,9,18.0,No
603,2024-08-03,Standard,399,,4.0,5.0,32,37.0,Yes
604,2023-08-15,,399,24.0,2.0,0.0,21,20.0,No
605,2024-05-06,Premium,699,7.3,5.0,1.0,28,43.0,No
606,2024-10-23,Standard,399,,4.0,3.0,29,35.0,Yes
607,2024-10-03,Premium,699,21.1,2.0,4.0,6,12.0,Yes
608,2024-08-15,Basic,199,22.4,8.0,5.0,5,1.0,No
609,2024-07-06,,399,22.7,,2.0,14,,No
610,2023-05-18,,399,9.5,3.0,4.0,10,46.0,No
611,2023-09-02,Standard,399,,6.0,2.0,33,,Yes
612,2024-08-02,Premium,699,19.1,2.0,3.0,11,10.0,Yes
613,2024-05-14,Premium,699,18.5,7.0,,10,2.0,Yes
614,2024-01-05,Basic,199,7.0,3.0,0.0,5,,Yes
615,2024-12-21,Standard,399,23.0,0.0,0.0,31,41.0,Yes
616,2024-01-21,Premium,699,21.0,4.0,4.0,18,34.0,Yes
617,2023-08-17,Premium,699,9.4,1.0,4.0,25,16.0,No
618,2024-09-10,Premium,699,9.1,5.0,3.0,26,50.0,Yes
619,2024-10-20,Basic,199,22.1,7.0,1.0,33,14.0,Yes
620,2023-05-02,Standard,399,4.2,2.0,2.0,14,38.0,Yes
621,2024-05-05,Premium,699,10.7,5.0,5.0,15,7.0,Yes
622,2024-08-10,Standard,399,15.0,6.0,0.0,14,15.0,Yes
623,2023-02-27,Premium,699,3.8,8.0,0.0,11,57.0,Yes
624,2024-10-14,Basic,199,23.1,8.0,3.0,17,38.0,No
625,2024-05-08,Basic,199,23.7,3.0,3.0,19,38.0,No
626,2024-09-30,Basic,199,20.8,2.0,4.0,15,52.0,No
627,2023-08-24,Premium,699,7.0,5.0,3.0,33,38.0,Yes
628,2024-05-31,Standard,399,3.7,0.0,1.0,25,33.0,No
629,2024-09-06,Premium,699,20.7,1.0,1.0,27,30.0,No
630,2024-09-09,Basic,199,12.8,1.0,,35,30.0,No
631,2023-02-14,Premium,699,22.5,6.0,4.0,1,26.0,Yes
632,2024-12-14,Premium,699,11.0,7.0,3.0,34,22.0,Yes
633,2023-03-27,Premium,699,10.9,4.0,,7,49.0,Yes
634,2023-01-08,Standard,399,10.5,3.0,0.0,35,45.0,No
635,2023-11-20,Premium,699,3.4,0.0,3.0,34,,Yes
636,2024-07-02,Standard,399,3.1,,5.0,24,,Yes
637,2024-07-24,,399,15.5,6.0,1.0,24,26.0,No
638,2024-08-14,Standard,399,9.6,8.0,3.0,12,16.0,No
639,2024-12-17,Standard,399,18.5,1.0,5.0,26,14.0,No
640,2024-12-14,Basic,199,5.8,6.0,2.0,7,51.0,Yes
641,2024-09-06,,699,4.4,0.0,0.0,4,52.0,Yes
642,2024-01-29,Standard,399,2.1,3.0,2.0,6,5.0,No
643,2023-01-11,Standard,399,7.5,0.0,1.0,34,40.0,No
644,2023-08-26,Basic,199,7.5,0.0,4.0,34,32.0,Yes
645,2023-06-11,Premium,699,17.0,5.0,1.0,11,41.0,Yes
646,2023-07-25,Basic,199,19.6,5.0,5.0,18,25.0,Yes
647,2024-07-26,Premium,699,18.6,1.0,0.0,1,35.0,Yes
648,2024-04-10,Premium,699,9.0,4.0,1.0,23,38.0,No
649,2024-05-30,Standard,399,6.9,6.0,4.0,1,6.0,No
650,2024-08-11,Standard,399,23.7,8.0,2.0,22,,Yes
651,2024-04-14,Standard,399,24.2,7.0,,29,48.0,Yes
652,2024-01-27,Premium,699,,,3.0,30,,Yes
653,2024-06-12,Premium,699,17.1,3.0,2.0,15,26.0,No
654,2024-11-20,Premium,699,17.7,4.0,,1,18.0,Yes
655,2024-08-10,Premium,699,2.4,2.0,3.0,22,20.0,Yes
656,2023-09-05,,399,23.7,3.0,3.0,12,47.0,Yes
657,2023-04-20,,399,6.1,3.0,4.0,14,22.0,Yes
658,2024-07-08,Basic,199,17.1,7.0,4.0,6,0.0,No
659,2024-08-11,Basic,199,9.6,5.0,3.0,31,57.0,No
660,2024-08-13,Standard,399,5.0,8.0,2.0,32,25.0,Yes
661,2024-05-29,Basic,199,13.4,6.0,3.0,4,60.0,Yes
662,2024-04-16,Standard,399,21.6,2.0,3.0,26,7.0,No
663,2024-01-06,Standard,399,0.8,3.0,3.0,1,37.0,Yes
664,2024-09-19,Premium,699,5.1,4.0,1.0,17,17.0,No
665,2024-01-17,,399,5.0,6.0,1.0,24,26.0,No
666,2024-12-03,Standard,399,7.4,2.0,4.0,26,8.0,No
667,2023-07-20,Basic,199,18.2,3.0,4.0,7,27.0,No
668,2024-10-07,Basic,199,12.1,0.0,1.0,10,26.0,No
669,2024-08-04,Premium,699,18.2,7.0,2.0,35,,No
670,2024-05-02,Basic,199,2.9,2.0,0.0,26,13.0,No
671,2024-07-24,,699,11.5,5.0,2.0,7,,Yes
672,2024-09-12,,399,1.0,1.0,,23,55.0,Yes
673,2024-05-14,Basic,199,4.8,4.0,2.0,35,20.0,Yes
674,2023-05-29,Premium,699,22.3,6.0,4.0,29,,Yes
675,2023-08-22,,199,10.8,6.0,,22,5.0,Yes
676,2024-03-31,Standard,399,16.5,,4.0,21,,Yes
677,2023-05-09,Standard,399,,6.0,1.0,34,11.0,No
678,2023-04-08,Premium,699,,1.0,1.0,16,10.0,No
679,2023-03-27,Basic,199,13.9,0.0,3.0,31,33.0,No
680,2023-11-13,Basic,199,,1.0,5.0,17,59.0,No
681,2023-06-24,Basic,199,18.6,7.0,5.0,16,8.0,Yes
682,2024-07-07,Basic,199,16.8,,3.0,3,,No
683,2024-10-08,Standard,399,11.4,8.0,1.0,36,37.0,No
684,2024-07-06,Premium,699,13.3,8.0,2.0,28,58.0,Yes
685,2023-01-11,Basic,199,11.3,5.0,3.0,6,16.0,Yes
686,2023-01-09,Basic,199,20.5,2.0,,34,,No
687,2023-10-27,Premium,699,23.7,,2.0,32,0.0,No
688,2024-07-28,Premium,699,20.0,8.0,2.0,15,12.0,Yes
689,2024-03-08,,399,6.6,6.0,3.0,26,14.0,Yes
690,2023-10-03,Premium,699,13.2,4.0,2.0,16,41.0,Yes
691,2024-04-11,Standard,399,21.4,2.0,1.0,13,18.0,No
692,2023-02-20,,699,7.2,7.0,1.0,29,20.0,Yes
693,2024-03-24,Premium,699,5.1,1.0,2.0,2,,Yes
694,2024-03-06,Premium,699,6.2,2.0,0.0,1,31.0,Yes
695,2023-03-24,Standard,399,25.0,7.0,5.0,32,50.0,Yes
696,2023-07-16,Basic,199,7.0,6.0,0.0,4,34.0,Yes
697,2024-03-29,Standard,399,20.8,,5.0,25,,No
698,2024-04-29,Basic,199,5.4,1.0,4.0,3,42.0,No
699,2024-07-16,Standard,399,23.4,2.0,5.0,20,46.0,Yes
700,2024-11-13,Premium,699,6.7,4.0,,8,23.0,No
701,2023-10-10,Basic,199,,6.0,2.0,8,0.0,Yes
702,2024-12-08,Premium,699,10.2,3.0,0.0,8,2.0,No
703,2024-12-03,Standard,399,9.6,1.0,1.0,10,10.0,No
704,2024-12-19,Premium,699,23.3,0.0,0.0,22,,No
705,2023-12-22,Premium,699,3.6,3.0,2.0,7,35.0,Yes
706,2023-02-10,Standard,399,1.0,6.0,2.0,13,46.0,Yes
707,2023-07-11,Standard,399,14.2,8.0,5.0,29,,Yes
708,2024-07-21,,699,8.4,7.0,2.0,23,55.0,No
709,2024-01-11,Basic,199,13.5,7.0,2.0,5,52.0,Yes
710,2023-01-20,Standard,399,19.5,8.0,3.0,1,46.0,Yes
711,2024-07-05,Premium,699,19.5,,2.0,24,46.0,Yes
712,2023-11-27,,399,13.3,7.0,4.0,13,9.0,No
713,2023-05-13,Standard,399,3.2,8.0,5.0,21,4.0,Yes
714,2024-10-19,Basic,199,5.5,7.0,,3,6.0,Yes
715,2023-03-14,Standard,399,13.4,4.0,0.0,32,23.0,Yes
716,2024-01-05,,199,16.6,1.0,,14,51.0,No
717,2023-03-14,Premium,699,20.6,0.0,4.0,27,17.0,No
718,2024-06-28,Standard,399,23.6,8.0,0.0,5,,No
719,2024-07-25,Standard,399,5.2,3.0,4.0,13,40.0,No
720,2024-04-14,Premium,699,10.7,1.0,5.0,36,,Yes
721,2023-12-12,Premium,699,22.1,2.0,1.0,28,35.0,No
722,2023-11-29,Premium,699,13.6,7.0,2.0,11,57.0,Yes
723,2024-07-30,Standard,399,19.2,6.0,5.0,27,20.0,No
724,2024-04-08,Premium,699,9.7,8.0,5.0,14,16.0,Yes
725,2023-05-19,Standard,399,0.5,0.0,2.0,26,38.0,Yes
726,2024-12-07,,399,7.9,3.0,,1,54.0,Yes
727,2023-06-09,Standard,399,13.0,2.0,0.0,36,2.0,No
728,2023-04-05,Basic,199,,3.0,1.0,17,,No
729,2024-05-09,Premium,699,14.4,3.0,5.0,26,4.0,No
730,2024-08-13,Basic,199,,1.0,4.0,32,41.0,Yes
731,2024-03-02,Standard,399,19.6,5.0,2.0,6,56.0,No
732,2023-02-25,Basic,199,18.8,0.0,5.0,15,49.0,No
733,2024-12-15,,399,1.5,8.0,4.0,34,9.0,Yes
734,2024-05-31,Basic,199,1.7,6.0,3.0,10,48.0,Yes
735,2024-05-02,Basic,199,11.1,6.0,1.0,15,8.0,No
736,2024-12-15,Premium,699,13.9,4.0,,4,25.0,No
737,2023-07-20,Basic,199,12.3,3.0,,9,25.0,No
738,2024-12-02,Premium,699,6.5,1.0,2.0,34,49.0,Yes
739,2023-11-25,Premium,699,3.3,,3.0,6,23.0,Yes
740,2024-03-28,Standard,399,19.4,2.0,2.0,2,39.0,No
741,2023-03-29,Premium,699,11.3,3.0,1.0,10,43.0,No
742,2023-04-24,Basic,199,6.5,2.0,2.0,4,0.0,Yes
743,2023-07-28,Standard,399,12.0,5.0,1.0,29,47.0,No
744,2023-05-25,Premium,699,18.9,,3.0,34,39.0,Yes
745,2023-10-18,Premium,699,,8.0,0.0,2,16.0,Yes
746,2024-11-09,Basic,199,1.8,0.0,0.0,18,24.0,No
747,2024-01-31,Premium,699,,0.0,2.0,24,55.0,No
748,2024-06-28,Basic,199,13.0,1.0,2.0,25,,No
749,2023-02-10,Basic,199,5.4,,,12,59.0,Yes
750,2023-12-22,Basic,199,8.0,,3.0,34,47.0,Yes
751,2023-03-05,Premium,699,9.2,4.0,1.0,23,32.0,Yes
752,2023-06-05,Premium,699,22.0,0.0,4.0,17,60.0,Yes
753,2024-11-25,Standard,399,16.6,1.0,5.0,26,24.0,Yes
754,2023-12-04,Premium,699,10.7,2.0,3.0,15,19.0,No
755,2023-07-27,Standard,399,3.7,2.0,4.0,35,34.0,Yes
756,2023-05-29,,199,,8.0,1.0,20,27.0,No
757,2023-07-08,Premium,699,8.3,8.0,4.0,11,60.0,Yes
758,2024-10-14,Standard,399,18.3,5.0,3.0,10,26.0,Yes
759,2024-09-18,Premium,699,4.2,3.0,0.0,18,8.0,Yes
760,2023-01-27,Premium,699,15.3,3.0,4.0,18,14.0,Yes
761,2024-04-25,Standard,399,17.4,,1.0,6,32.0,No
762,2023-07-17,Premium,699,5.0,6.0,3.0,24,,Yes
763,2024-11-18,Basic,199,10.5,0.0,2.0,3,60.0,Yes
764,2024-04-13,Basic,199,2.1,7.0,4.0,14,31.0,Yes
765,2023-11-17,Basic,199,10.4,0.0,4.0,28,47.0,No
766,2023-02-13,Standard,399,13.4,,,35,6.0,No
767,2024-10-07,Basic,199,13.7,0.0,4.0,34,,Yes
768,2024-04-17,,199,7.6,6.0,2.0,13,49.0,No
769,2024-04-19,Basic,199,7.7,0.0,,28,33.0,No
770,2024-12-13,Premium,699,2.7,8.0,0.0,29,11.0,No
771,2024-08-27,Premium,699,10.1,5.0,3.0,9,1.0,Yes
772,2024-12-29,Premium,699,22.1,1.0,2.0,13,20.0,No
773,2024-12-25,,199,,7.0,5.0,8,,Yes
774,2023-06-24,Standard,399,15.5,2.0,3.0,33,35.0,Yes
775,2024-03-05,Standard,399,4.5,2.0,,10,49.0,No
776,2023-05-15,Standard,399,18.4,7.0,,20,,Yes
777,2024-05-25,Basic,199,15.8,4.0,0.0,1,,Yes
778,2024-05-02,Premium,699,15.4,7.0,1.0,1,13.0,No
779,2024-09-26,Standard,399,11.3,0.0,1.0,27,56.0,No
780,2024-10-30,Premium,699,20.6,3.0,0.0,36,11.0,No
781,2023-11-02,Standard,399,4.1,0.0,5.0,3,36.0,Yes
782,2024-09-17,Standard,399,1.7,6.0,,6,10.0,No
783,2023-02-06,Premium,699,4.8,7.0,5.0,36,37.0,Yes
784,2024-07-17,Basic,199,8.4,6.0,0.0,20,48.0,Yes
785,2024-06-23,Basic,199,12.0,1.0,5.0,19,55.0,Yes
786,2024-10-06,Standard,399,5.6,3.0,4.0,34,3.0,Yes
787,2023-09-23,Premium,699,,4.0,3.0,6,38.0,No
788,2024-05-19,Premium,699,23.2,7.0,4.0,23,46.0,Yes
789,2024-10-02,Basic,199,,3.0,0.0,15,7.0,Yes
790,2024-07-27,Basic,199,,6.0,3.0,14,2.0,Yes
791,2023-03-11,Premium,699,0.8,3.0,5.0,14,18.0,Yes
792,2023-12-16,Standard,399,12.9,5.0,0.0,20,7.0,No
793,2024-11-19,Standard,399,20.9,3.0,2.0,2,53.0,Yes
794,2024-07-03,Standard,399,20.0,2.0,3.0,31,9.0,No
795,2023-11-03,,399,19.7,,5.0,30,3.0,No
796,2023-12-29,Premium,699,14.1,0.0,1.0,21,,No
797,2023-06-19,Basic,199,7.4,0.0,,10,24.0,No
798,2024-12-27,Premium,699,5.1,1.0,2.0,25,45.0,No
799,2023-11-06,Basic,199,,7.0,1.0,18,23.0,Yes
800,2023-07-26,Basic,199,7.9,1.0,2.0,34,50.0,Yes
801,2024-05-10,Basic,199,12.9,7.0,4.0,29,9.0,Yes
802,2024-06-12,Premium,699,8.1,5.0,1.0,34,49.0,No
